Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,ActualElapsedTime,CRSElapsedTime,ArrDelay,DepDelay,Origin,Dest,Distance
1987,10,13,2,830,829,947,946,PS,1472,77,77,1,1,OAK,SAN,446
1987,10,14,3,836,829,955,946,PS,1472,79,77,9,7,OAK,SAN,446
1987,10,15,4,829,829,951,946,PS,1472,82,77,5,0,OAK,SAN,446
1987,10,16,5,829,829,954,946,PS,1472,85,77,8,0,OAK,SAN,446
1987,10,17,6,828,829,952,946,PS,1472,84,77,6,-1,OAK,SAN,446
1987,10,19,1,828,829,948,946,PS,1472,80,77,2,-1,OAK,SAN,446
1987,10,20,2,828,829,956,946,PS,1472,88,77,10,-1,OAK,SAN,446
1987,10,21,3,828,829,952,946,PS,1472,84,77,6,-1,OAK,SAN,446
1987,10,22,4,828,829,952,946,PS,1472,84,77,6,-1,OAK,SAN,446
1987,10,23,5,828,829,945,946,PS,1472,77,77,,-1,OAK,SAN,446
1987,10,24,6,836,829,953,946,PS,1472,77,77,7,7,OAK,SAN,446
1987,10,26,1,828,829,953,946,PS,1472,85,77,7,-1,OAK,SAN,446
1987,10,27,2,828,829,954,946,PS,1472,86,77,8,-1,OAK,SAN,446
1987,10,28,3,821,823,943,941,PS,1472,82,78,2,-2,OAK,SAN,446
1987,10,30,5,822,823,940,941,PS,1472,78,78,,-1,OAK,SAN,446
1987,10,4,7,1655,1630,1817,1736,PS,1473,82,66,41,25,LAX,SFO,337
1987,10,5,1,1632,1630,1742,1736,PS,1473,70,66,6,2,LAX,SFO,337
1987,10,6,2,1636,1630,1740,1736,PS,1473,64,66,4,6,LAX,SFO,337
1987,10,7,3,1636,1630,1751,1736,PS,1473,75,66,15,6,LAX,SFO,337
1987,10,8,4,1631,1630,1738,1736,PS,1473,67,66,2,1,LAX,SFO,337
1987,10,9,5,1700,1630,1825,1736,PS,1473,85,66,49,30,LAX,SFO,337
1987,10,11,7,1634,1630,1745,1736,PS,1473,71,66,9,4,LAX,SFO,337
1987,10,13,2,1631,1630,1742,1736,PS,1473,71,66,6,1,LAX,SFO,337
1987,10,15,4,1643,1630,1753,1736,PS,1473,70,66,17,13,LAX,SFO,337
1987,10,16,5,1651,1630,1805,1736,PS,1473,74,66,29,21,LAX,SFO,337
1987,10,18,7,1632,1630,1745,1736,PS,1473,73,66,9,2,LAX,SFO,337
1987,10,19,1,1630,1630,1739,1736,PS,1473,69,66,3,0,LAX,SFO,337
1987,10,20,2,1636,1630,1740,1736,PS,1473,64,66,4,6,LAX,SFO,337
1987,10,21,3,1642,1630,1756,1736,PS,1473,74,66,20,12,LAX,SFO,337
1987,10,22,4,1656,1630,1815,1736,PS,1473,79,66,39,26,LAX,SFO,337
1987,10,23,5,1646,1630,1800,1736,PS,1473,74,66,24,16,LAX,SFO,337
1987,10,25,7,1630,1630,1747,1736,PS,1473,77,66,11,0,LAX,SFO,337
1987,10,27,2,1634,1630,1756,1736,PS,1473,82,66,20,4,LAX,SFO,337
1987,10,28,3,1701,1630,1832,1743,PS,1473,91,73,49,31,LAX,SFO,337
1987,10,29,4,1711,1630,1826,1743,PS,1473,75,73,43,41,LAX,SFO,337
1987,10,30,5,1634,1630,1746,1743,PS,1473,72,73,3,4,LAX,SFO,337
1987,10,31,6,1639,1630,1756,1743,PS,1473,77,73,13,9,LAX,SFO,337
1987,10,3,6,1815,1815,1938,1929,PS,1474,83,74,9,0,OAK,SAN,446
1987,10,10,6,1814,1815,1935,1929,PS,1474,81,74,6,-1,OAK,SAN,446
1987,10,17,6,1814,1815,1935,1929,PS,1474,81,74,6,-1,OAK,SAN,446
1987,10,24,6,1815,1815,1938,1929,PS,1474,83,74,9,0,OAK,SAN,446
1987,10,31,6,1830,1810,1955,1926,PS,1474,85,76,29,20,OAK,SAN,446
1987,10,28,3,918,916,1014,1009,PS,1475,56,53,5,2,LAS,SAN,258
1987,10,29,4,1033,916,1128,1009,PS,1475,55,53,79,77,LAS,SAN,258
1987,10,30,5,917,916,1009,1009,PS,1475,52,53,0,1,LAS,SAN,258
1987,10,31,6,916,916,1021,1009,PS,1475,65,53,12,0,LAS,SAN,258
1987,10,1,4,1029,1029,1140,1144,PS,1475,71,75,,0,SAN,OAK,446
1987,10,2,5,1030,1029,1155,1144,PS,1475,85,75,11,1,SAN,OAK,446
1987,10,3,6,1029,1029,1147,1144,PS,1475,78,75,3,0,SAN,OAK,446
1987,10,4,7,1036,1029,1149,1144,PS,1475,73,75,5,7,SAN,OAK,446
1987,10,5,1,1028,1029,1140,1144,PS,1475,72,75,,-1,SAN,OAK,446
1987,10,6,2,1028,1029,1144,1144,PS,1475,76,75,0,-1,SAN,OAK,446
1987,10,7,3,1029,1029,1142,1144,PS,1475,73,75,,0,SAN,OAK,446
1987,10,8,4,1028,1029,1144,1144,PS,1475,76,75,0,-1,SAN,OAK,446
1987,10,9,5,1028,1029,1142,1144,PS,1475,74,75,,-1,SAN,OAK,446
1987,10,10,6,1028,1029,1144,1144,PS,1475,76,75,0,-1,SAN,OAK,446
1987,10,11,7,1030,1029,1140,1144,PS,1475,70,75,,1,SAN,OAK,446
1987,10,12,1,1029,1029,1141,1144,PS,1475,72,75,,0,SAN,OAK,446
1987,10,13,2,1027,1029,1146,1144,PS,1475,79,75,2,-2,SAN,OAK,446
1987,10,14,3,1029,1029,1145,1144,PS,1475,76,75,1,0,SAN,OAK,446
1987,10,15,4,1029,1029,1144,1144,PS,1475,75,75,0,0,SAN,OAK,446
1987,10,16,5,1028,1029,1145,1144,PS,1475,77,75,1,-1,SAN,OAK,446
1987,10,17,6,1028,1029,1151,1144,PS,1475,83,75,7,-1,SAN,OAK,446
1987,10,19,1,1030,1029,1142,1144,PS,1475,72,75,,1,SAN,OAK,446
1987,10,20,2,1027,1029,1138,1144,PS,1475,71,75,,-2,SAN,OAK,446
1987,10,21,3,1029,1029,1140,1144,PS,1475,71,75,,0,SAN,OAK,446
1987,10,22,4,1030,1029,1148,1144,PS,1475,78,75,4,1,SAN,OAK,446
1987,10,23,5,1029,1029,1144,1144,PS,1475,75,75,0,0,SAN,OAK,446
1987,10,24,6,1028,1029,1145,1144,PS,1475,77,75,1,-1,SAN,OAK,446
1987,10,25,7,1027,1029,1139,1144,PS,1475,72,75,,-2,SAN,OAK,446
1987,10,26,1,1028,1029,1140,1144,PS,1475,72,75,,-1,SAN,OAK,446
1987,10,27,2,1028,1029,1138,1144,PS,1475,70,75,,-1,SAN,OAK,446
1987,10,28,3,1040,1040,1150,1201,PS,1475,70,81,,0,SAN,OAK,446
1987,10,29,4,1144,1040,1304,1201,PS,1475,80,81,63,64,SAN,OAK,446
1987,10,30,5,1039,1040,1156,1201,PS,1475,77,81,,-1,SAN,OAK,446
1987,10,31,6,1039,1040,1151,1201,PS,1475,72,81,,-1,SAN,OAK,446
1987,10,1,4,1628,1628,1800,1745,PS,1476,92,77,15,0,OAK,SAN,446
1987,10,2,5,1633,1628,1752,1745,PS,1476,79,77,7,5,OAK,SAN,446
1987,10,5,1,1627,1628,1751,1745,PS,1476,84,77,6,-1,OAK,SAN,446
1987,10,6,2,1627,1628,1749,1745,PS,1476,82,77,4,-1,OAK,SAN,446
1987,10,7,3,1627,1628,1748,1745,PS,1476,81,77,3,-1,OAK,SAN,446
1987,10,8,4,1637,1628,1803,1745,PS,1476,86,77,18,9,OAK,SAN,446
1987,10,9,5,1644,1628,1804,1745,PS,1476,80,77,19,16,OAK,SAN,446
1987,10,11,7,1630,1628,1800,1745,PS,1476,90,77,15,2,OAK,SAN,446
1987,10,13,2,1627,1628,1743,1745,PS,1476,76,77,,-1,OAK,SAN,446
1987,10,14,3,1634,1628,1753,1745,PS,1476,79,77,8,6,OAK,SAN,446
1987,10,15,4,1628,1628,1753,1745,PS,1476,85,77,8,0,OAK,SAN,446
1987,10,16,5,1629,1628,1750,1745,PS,1476,81,77,5,1,OAK,SAN,446
1987,10,18,7,1650,1628,1810,1745,PS,1476,80,77,25,22,OAK,SAN,446
1987,10,19,1,1628,1628,1754,1745,PS,1476,86,77,9,0,OAK,SAN,446
1987,10,20,2,1628,1628,1752,1745,PS,1476,84,77,7,0,OAK,SAN,446
1987,10,22,4,1629,1628,1754,1745,PS,1476,85,77,9,1,OAK,SAN,446
1987,10,23,5,1646,1628,1809,1745,PS,1476,83,77,24,18,OAK,SAN,446
1987,10,25,7,1629,1628,1751,1745,PS,1476,82,77,6,1,OAK,SAN,446
1987,10,26,1,1627,1628,1748,1745,PS,1476,81,77,3,-1,OAK,SAN,446
1987,10,27,2,1628,1628,1754,1745,PS,1476,86,77,9,0,OAK,SAN,446
1987,10,28,3,1644,1645,1809,1801,PS,1476,85,76,8,-1,OAK,SAN,446
1987,10,29,4,1644,1645,1757,1801,PS,1476,73,76,,-1,OAK,SAN,446
1987,10,30,5,1642,1645,1807,1801,PS,1476,85,76,6,-3,OAK,SAN,446
1987,10,1,4,1846,1830,2002,1936,PS,1477,76,66,26,16,LAX,SFO,337
1987,10,2,5,1842,1830,1951,1936,PS,1477,69,66,15,12,LAX,SFO,337
1987,10,4,7,1838,1830,1952,1936,PS,1477,74,66,16,8,LAX,SFO,337
1987,10,5,1,1835,1830,1946,1936,PS,1477,71,66,10,5,LAX,SFO,337
1987,10,6,2,1837,1830,2004,1936,PS,1477,87,66,28,7,LAX,SFO,337
1987,10,7,3,1829,1830,1946,1936,PS,1477,77,66,10,-1,LAX,SFO,337
1987,10,9,5,1903,1830,2031,1936,PS,1477,88,66,55,33,LAX,SFO,337
1987,10,11,7,1839,1830,2001,1936,PS,1477,82,66,25,9,LAX,SFO,337
1987,10,12,1,1842,1830,1958,1936,PS,1477,76,66,22,12,LAX,SFO,337
1987,10,13,2,1831,1830,1948,1936,PS,1477,77,66,12,1,LAX,SFO,337
1987,10,14,3,1837,1830,1952,1936,PS,1477,75,66,16,7,LAX,SFO,337
1987,10,16,5,1942,1830,2107,1936,PS,1477,85,66,91,72,LAX,SFO,337
1987,10,18,7,1835,1830,1948,1936,PS,1477,73,66,12,5,LAX,SFO,337
1987,10,19,1,1830,1830,1942,1936,PS,1477,72,66,6,0,LAX,SFO,337
1987,10,20,2,1834,1830,1945,1936,PS,1477,71,66,9,4,LAX,SFO,337
1987,10,21,3,1830,1830,1939,1936,PS,1477,69,66,3,0,LAX,SFO,337
1987,10,22,4,2045,1830,2243,1936,PS,1477,118,66,187,135,LAX,SFO,337
1987,10,23,5,1910,1830,2019,1936,PS,1477,69,66,43,40,LAX,SFO,337
1987,10,25,7,1836,1830,1947,1936,PS,1477,71,66,11,6,LAX,SFO,337
1987,10,26,1,1846,1830,1958,1936,PS,1477,72,66,22,16,LAX,SFO,337
1987,10,27,2,1830,1830,1946,1936,PS,1477,76,66,10,0,LAX,SFO,337
1987,10,1,4,1210,1210,1330,1322,PS,1478,80,72,8,0,OAK,SAN,446
1987,10,2,5,1210,1210,1326,1322,PS,1478,76,72,4,0,OAK,SAN,446
1987,10,3,6,1210,1210,1344,1322,PS,1478,94,72,22,0,OAK,SAN,446
1987,10,4,7,1210,1210,1330,1322,PS,1478,80,72,8,0,OAK,SAN,446
1987,10,5,1,1210,1210,1332,1322,PS,1478,82,72,10,0,OAK,SAN,446
1987,10,6,2,1208,1210,1325,1322,PS,1478,77,72,3,-2,OAK,SAN,446
1987,10,7,3,1209,1210,1325,1322,PS,1478,76,72,3,-1,OAK,SAN,446
1987,10,8,4,1210,1210,1322,1322,PS,1478,72,72,0,0,OAK,SAN,446
1987,10,9,5,1210,1210,1326,1322,PS,1478,76,72,4,0,OAK,SAN,446
1987,10,10,6,1209,1210,1331,1322,PS,1478,82,72,9,-1,OAK,SAN,446
1987,10,11,7,1210,1210,1333,1322,PS,1478,83,72,11,0,OAK,SAN,446
1987,10,12,1,1209,1210,1327,1322,PS,1478,78,72,5,-1,OAK,SAN,446
1987,10,13,2,1211,1210,1324,1322,PS,1478,73,72,2,1,OAK,SAN,446
1987,10,14,3,1210,1210,1323,1322,PS,1478,73,72,1,0,OAK,SAN,446
1987,10,15,4,1210,1210,1333,1322,PS,1478,83,72,11,0,OAK,SAN,446
1987,10,16,5,1209,1210,1333,1322,PS,1478,84,72,11,-1,OAK,SAN,446
1987,10,17,6,1210,1210,1338,1322,PS,1478,88,72,16,0,OAK,SAN,446
1987,10,19,1,1209,1210,1326,1322,PS,1478,77,72,4,-1,OAK,SAN,446
1987,10,20,2,1210,1210,1329,1322,PS,1478,79,72,7,0,OAK,SAN,446
1987,10,21,3,1209,1210,1328,1322,PS,1478,79,72,6,-1,OAK,SAN,446
1987,10,22,4,1211,1210,1334,1322,PS,1478,83,72,12,1,OAK,SAN,446
1987,10,23,5,1212,1210,1327,1322,PS,1478,75,72,5,2,OAK,SAN,446
1987,10,24,6,1210,1210,1328,1322,PS,1478,78,72,6,0,OAK,SAN,446
1987,10,25,7,1209,1210,1325,1322,PS,1478,76,72,3,-1,OAK,SAN,446
1987,10,26,1,1208,1210,1323,1322,PS,1478,75,72,1,-2,OAK,SAN,446
1987,10,27,2,1209,1210,1328,1322,PS,1478,79,72,6,-1,OAK,SAN,446
1987,10,28,3,1231,1231,1347,1343,PS,1478,76,72,4,0,OAK,SAN,446
1987,10,29,4,1318,1231,1428,1343,PS,1478,70,72,45,47,OAK,SAN,446
1987,10,30,5,1231,1231,1347,1343,PS,1478,76,72,4,0,OAK,SAN,446
1987,10,31,6,1231,1231,1353,1343,PS,1478,82,72,10,0,OAK,SAN,446
1987,10,28,3,1414,1414,1508,1510,PS,1478,54,56,,0,SAN,LAS,258
1987,10,29,4,1449,1414,1541,1510,PS,1478,52,56,31,35,SAN,LAS,258
1987,10,30,5,1420,1414,1516,1510,PS,1478,56,56,6,6,SAN,LAS,258
1987,10,31,6,1414,1414,1518,1510,PS,1478,64,56,8,0,SAN,LAS,258
1987,10,1,4,1322,1310,1446,1424,PS,1479,84,74,22,12,SAN,OAK,446
1987,10,2,5,1309,1310,1430,1424,PS,1479,81,74,6,-1,SAN,OAK,446
1987,10,4,7,1310,1310,1423,1424,PS,1479,73,74,,0,SAN,OAK,446
1987,10,5,1,1308,1310,1423,1424,PS,1479,75,74,,-2,SAN,OAK,446
1987,10,6,2,1309,1310,1424,1424,PS,1479,75,74,0,-1,SAN,OAK,446
1987,10,8,4,1310,1310,1442,1424,PS,1479,92,74,18,0,SAN,OAK,446
1987,10,9,5,1309,1310,1430,1424,PS,1479,81,74,6,-1,SAN,OAK,446
1987,10,11,7,1312,1310,1423,1424,PS,1479,71,74,,2,SAN,OAK,446
1987,10,12,1,1332,1310,1446,1424,PS,1479,74,74,22,22,SAN,OAK,446
1987,10,13,2,1309,1310,1426,1424,PS,1479,77,74,2,-1,SAN,OAK,446
1987,10,14,3,1309,1310,1429,1424,PS,1479,80,74,5,-1,SAN,OAK,446
1987,10,15,4,1311,1310,1430,1424,PS,1479,79,74,6,1,SAN,OAK,446
1987,10,16,5,1312,1310,1427,1424,PS,1479,75,74,3,2,SAN,OAK,446
1987,10,18,7,1309,1310,1424,1424,PS,1479,75,74,0,-1,SAN,OAK,446
1987,10,19,1,1312,1310,1431,1424,PS,1479,79,74,7,2,SAN,OAK,446
1987,10,20,2,1311,1310,1429,1424,PS,1479,78,74,5,1,SAN,OAK,446
1987,10,21,3,1312,1310,1425,1424,PS,1479,73,74,1,2,SAN,OAK,446
1987,10,22,4,1308,1310,1423,1424,PS,1479,75,74,,-2,SAN,OAK,446
1987,10,23,5,1309,1310,1427,1424,PS,1479,78,74,3,-1,SAN,OAK,446
1987,10,25,7,1310,1310,1429,1424,PS,1479,79,74,5,0,SAN,OAK,446
1987,10,26,1,1312,1310,1430,1424,PS,1479,78,74,6,2,SAN,OAK,446
1987,10,27,2,1308,1310,1427,1424,PS,1479,79,74,3,-2,SAN,OAK,446
1987,10,29,4,1300,1300,1418,1421,PS,1479,78,81,,0,SAN,OAK,446
1987,10,30,5,1259,1300,1426,1421,PS,1479,87,81,5,-1,SAN,OAK,446
1987,10,1,4,1850,1845,2020,2005,PS,1480,90,80,15,5,SFO,SAN,447
1987,10,2,5,1846,1845,2014,2005,PS,1480,88,80,9,1,SFO,SAN,447
1987,10,4,7,1915,1845,2041,2005,PS,1480,86,80,36,30,SFO,SAN,447
